ArrayTaskID  Nom_dossier  Année
100  2m_temperature  1994
101  2m_temperature  1995
102  2m_temperature  1996
103  2m_temperature  1997
104  2m_temperature  1998
105  2m_temperature  1999
106  2m_temperature  2000
107  2m_temperature  2001
108  2m_temperature  2002
109  2m_temperature  2003
110  2m_temperature  2004
111  2m_temperature  2005
112  2m_temperature  2006
113  2m_temperature  2007
114  2m_temperature  2008
115  2m_temperature  2009
116  2m_temperature  2010
117  2m_temperature  2011
118  2m_temperature  2012
119  2m_temperature  2013
120  2m_temperature  2014
121  2m_temperature  2015
122  2m_temperature  2016
123  2m_temperature  2017
124  2m_temperature  2018
125  2m_temperature  2019
126  2m_temperature  2020
127  2m_temperature  2021
128  cloud_base_height  1990
129  cloud_base_height  1991
130  cloud_base_height  1992
131  cloud_base_height  1993
132  cloud_base_height  1994
133  cloud_base_height  1995
134  cloud_base_height  1996
135  cloud_base_height  1997
136  cloud_base_height  1998
137  cloud_base_height  1999
138  cloud_base_height  2000
139  cloud_base_height  2001
140  cloud_base_height  2002
141  cloud_base_height  2003
142  cloud_base_height  2004
143  cloud_base_height  2005
144  cloud_base_height  2006
145  cloud_base_height  2007
146  cloud_base_height  2008
147  cloud_base_height  2009
148  cloud_base_height  2010
149  cloud_base_height  2011
150  cloud_base_height  2012
151  cloud_base_height  2013
152  cloud_base_height  2014
153  cloud_base_height  2015
154  cloud_base_height  2016
155  cloud_base_height  2017
156  cloud_base_height  2018
157  cloud_base_height  2019
158  cloud_base_height  2020
159  cloud_base_height  2021
160  convective_available_potential_energy  1990
161  convective_available_potential_energy  1991
162  convective_available_potential_energy  1992
163  convective_available_potential_energy  1993
164  convective_available_potential_energy  1994
165  convective_available_potential_energy  1995
166  convective_available_potential_energy  1996
167  convective_available_potential_energy  1997
168  convective_available_potential_energy  1998
169  convective_available_potential_energy  1999
170  convective_available_potential_energy  2000
171  convective_available_potential_energy  2001
172  convective_available_potential_energy  2002
173  convective_available_potential_energy  2003
174  convective_available_potential_energy  2004
175  convective_available_potential_energy  2005
176  convective_available_potential_energy  2006
177  convective_available_potential_energy  2007
178  convective_available_potential_energy  2008
179  convective_available_potential_energy  2009
180  convective_available_potential_energy  2010
181  convective_available_potential_energy  2011
182  convective_available_potential_energy  2012
183  convective_available_potential_energy  2013
184  convective_available_potential_energy  2014
185  convective_available_potential_energy  2015
186  convective_available_potential_energy  2016
187  convective_available_potential_energy  2017
188  convective_available_potential_energy  2018
189  convective_available_potential_energy  2019
190  convective_available_potential_energy  2020
191  convective_available_potential_energy  2021
192  convective_inhibition  1990
193  convective_inhibition  1991
194  convective_inhibition  1992
195  convective_inhibition  1993
196  convective_inhibition  1994
197  convective_inhibition  1995
198  convective_inhibition  1996
199  convective_inhibition  1997
200  convective_inhibition  1998
201  convective_inhibition  1999
202  convective_inhibition  2000
203  convective_inhibition  2001
204  convective_inhibition  2002
205  convective_inhibition  2003
206  convective_inhibition  2004
207  convective_inhibition  2005
208  convective_inhibition  2006
209  convective_inhibition  2007
210  convective_inhibition  2008
211  convective_inhibition  2009
212  convective_inhibition  2010
213  convective_inhibition  2011
214  convective_inhibition  2012
215  convective_inhibition  2013
216  convective_inhibition  2014
217  convective_inhibition  2015
218  convective_inhibition  2016
219  convective_inhibition  2017
220  convective_inhibition  2018
221  convective_inhibition  2019
222  convective_inhibition  2020
223  convective_inhibition  2021
224  convective_precipitation  1990
225  convective_precipitation  1991
226  convective_precipitation  1992
227  convective_precipitation  1993
228  convective_precipitation  1994
229  convective_precipitation  1995
230  convective_precipitation  1996
231  convective_precipitation  1997
232  convective_precipitation  1998
233  convective_precipitation  1999
234  convective_precipitation  2000
235  convective_precipitation  2001
236  convective_precipitation  2002
237  convective_precipitation  2003
238  convective_precipitation  2004
239  convective_precipitation  2005
240  convective_precipitation  2006
241  convective_precipitation  2007
242  convective_precipitation  2008
243  convective_precipitation  2009
244  convective_precipitation  2010
245  convective_precipitation  2011
246  convective_precipitation  2012
247  convective_precipitation  2013
248  convective_precipitation  2014
249  convective_precipitation  2015
250  convective_precipitation  2016
251  convective_precipitation  2017
252  convective_precipitation  2018
253  convective_precipitation  2019
254  convective_precipitation  2020
255  convective_precipitation  2021
256  convective_rain_rate  1990
257  convective_rain_rate  1991
258  convective_rain_rate  1992
259  convective_rain_rate  1993
260  convective_rain_rate  1994
261  convective_rain_rate  1995
262  convective_rain_rate  1996
263  convective_rain_rate  1997
264  convective_rain_rate  1998
265  convective_rain_rate  1999
266  convective_rain_rate  2000
267  convective_rain_rate  2001
268  convective_rain_rate  2002
269  convective_rain_rate  2003
270  convective_rain_rate  2004
271  convective_rain_rate  2005
272  convective_rain_rate  2006
273  convective_rain_rate  2007
274  convective_rain_rate  2008
275  convective_rain_rate  2009
276  convective_rain_rate  2010
277  convective_rain_rate  2011
278  convective_rain_rate  2012
279  convective_rain_rate  2013
280  convective_rain_rate  2014
281  convective_rain_rate  2015
282  convective_rain_rate  2016
283  convective_rain_rate  2017
284  convective_rain_rate  2018
285  convective_rain_rate  2019
286  convective_rain_rate  2020
287  convective_rain_rate  2021
288  convective_snowfall  1990
289  convective_snowfall  1991
290  convective_snowfall  1992
291  convective_snowfall  1993
292  convective_snowfall  1994
293  convective_snowfall  1995
294  convective_snowfall  1996
295  convective_snowfall  1997
296  convective_snowfall  1998
297  convective_snowfall  1999
298  convective_snowfall  2000
299  convective_snowfall  2001
300  convective_snowfall  2002
301  convective_snowfall  2003
302  convective_snowfall  2004
303  convective_snowfall  2005
304  convective_snowfall  2006
305  convective_snowfall  2007
306  convective_snowfall  2008
307  convective_snowfall  2009
308  convective_snowfall  2010
309  convective_snowfall  2011
310  convective_snowfall  2012
311  convective_snowfall  2013
312  convective_snowfall  2014
313  convective_snowfall  2015
314  convective_snowfall  2016
315  convective_snowfall  2017
316  convective_snowfall  2018
317  convective_snowfall  2019
318  convective_snowfall  2020
319  convective_snowfall  2021
320  high_cloud_cover  1990
321  high_cloud_cover  1991
322  high_cloud_cover  1992
323  high_cloud_cover  1993
324  high_cloud_cover  1994
325  high_cloud_cover  1995
326  high_cloud_cover  1996
327  high_cloud_cover  1997
328  high_cloud_cover  1998
329  high_cloud_cover  1999
330  high_cloud_cover  2000
331  high_cloud_cover  2001
332  high_cloud_cover  2002
333  high_cloud_cover  2003
334  high_cloud_cover  2004
335  high_cloud_cover  2005
336  high_cloud_cover  2006
337  high_cloud_cover  2007
338  high_cloud_cover  2008
339  high_cloud_cover  2009
340  high_cloud_cover  2010
341  high_cloud_cover  2011
342  high_cloud_cover  2012
343  high_cloud_cover  2013
344  high_cloud_cover  2014
345  high_cloud_cover  2015
346  high_cloud_cover  2016
347  high_cloud_cover  2017
348  high_cloud_cover  2018
349  high_cloud_cover  2019
350  high_cloud_cover  2020
351  high_cloud_cover  2021
352  instantaneous_10m_wind_gust  1990
353  instantaneous_10m_wind_gust  1991
354  instantaneous_10m_wind_gust  1992
355  instantaneous_10m_wind_gust  1993
356  instantaneous_10m_wind_gust  1994
357  instantaneous_10m_wind_gust  1995
358  instantaneous_10m_wind_gust  1996
359  instantaneous_10m_wind_gust  1997
360  instantaneous_10m_wind_gust  1998
361  instantaneous_10m_wind_gust  1999
362  instantaneous_10m_wind_gust  2000
363  instantaneous_10m_wind_gust  2001
364  instantaneous_10m_wind_gust  2002
365  instantaneous_10m_wind_gust  2003
366  instantaneous_10m_wind_gust  2004
367  instantaneous_10m_wind_gust  2005
368  instantaneous_10m_wind_gust  2006
369  instantaneous_10m_wind_gust  2007
370  instantaneous_10m_wind_gust  2008
371  instantaneous_10m_wind_gust  2009
372  instantaneous_10m_wind_gust  2010
373  instantaneous_10m_wind_gust  2011
374  instantaneous_10m_wind_gust  2012
375  instantaneous_10m_wind_gust  2013
376  instantaneous_10m_wind_gust  2014
377  instantaneous_10m_wind_gust  2015
378  instantaneous_10m_wind_gust  2016
379  instantaneous_10m_wind_gust  2017
380  instantaneous_10m_wind_gust  2018
381  instantaneous_10m_wind_gust  2019
382  instantaneous_10m_wind_gust  2020
383  instantaneous_10m_wind_gust  2021
384  k_index  1990
385  k_index  1991
386  k_index  1992
387  k_index  1993
388  k_index  1994
389  k_index  1995
390  k_index  1996
391  k_index  1997
392  k_index  1998
393  k_index  1999
394  k_index  2000
395  k_index  2001
396  k_index  2002
397  k_index  2003
398  k_index  2004
399  k_index  2005
400  k_index  2006
401  k_index  2007
402  k_index  2008
403  k_index  2009
404  k_index  2010
405  k_index  2011
406  k_index  2012
407  k_index  2013
408  k_index  2014
409  k_index  2015
410  k_index  2016
411  k_index  2017
412  k_index  2018
413  k_index  2019
414  k_index  2020
415  k_index  2021
416  land_sea_mask  1990
417  land_sea_mask  1991
418  land_sea_mask  1992
419  land_sea_mask  1993
420  land_sea_mask  1994
421  land_sea_mask  1995
422  land_sea_mask  1996
423  land_sea_mask  1997
424  land_sea_mask  1998
425  land_sea_mask  1999
426  land_sea_mask  2000
427  land_sea_mask  2001
428  land_sea_mask  2002
429  land_sea_mask  2003
430  land_sea_mask  2004
431  land_sea_mask  2005
432  land_sea_mask  2006
433  land_sea_mask  2007
434  land_sea_mask  2008
435  land_sea_mask  2009
436  land_sea_mask  2010
437  land_sea_mask  2011
438  land_sea_mask  2012
439  land_sea_mask  2013
440  land_sea_mask  2014
441  land_sea_mask  2015
442  land_sea_mask  2016
443  land_sea_mask  2017
444  land_sea_mask  2018
445  land_sea_mask  2019
446  land_sea_mask  2020
447  land_sea_mask  2021
448  large_scale_precipitation  1990
449  large_scale_precipitation  1991
450  large_scale_precipitation  1992
451  large_scale_precipitation  1993
452  large_scale_precipitation  1994
453  large_scale_precipitation  1995
454  large_scale_precipitation  1996
455  large_scale_precipitation  1997
456  large_scale_precipitation  1998
457  large_scale_precipitation  1999
458  large_scale_precipitation  2000
459  large_scale_precipitation  2001
460  large_scale_precipitation  2002
461  large_scale_precipitation  2003
462  large_scale_precipitation  2004
463  large_scale_precipitation  2005
464  large_scale_precipitation  2006
465  large_scale_precipitation  2007
466  large_scale_precipitation  2008
467  large_scale_precipitation  2009
468  large_scale_precipitation  2010
469  large_scale_precipitation  2011
470  large_scale_precipitation  2012
471  large_scale_precipitation  2013
472  large_scale_precipitation  2014
473  large_scale_precipitation  2015
474  large_scale_precipitation  2016
475  large_scale_precipitation  2017
476  large_scale_precipitation  2018
477  large_scale_precipitation  2019
478  large_scale_precipitation  2020
479  large_scale_precipitation  2021
480  large_scale_snowfall  1990
481  large_scale_snowfall  1991
482  large_scale_snowfall  1992
483  large_scale_snowfall  1993
484  large_scale_snowfall  1994
485  large_scale_snowfall  1995
486  large_scale_snowfall  1996
487  large_scale_snowfall  1997
488  large_scale_snowfall  1998
489  large_scale_snowfall  1999
490  large_scale_snowfall  2000
491  large_scale_snowfall  2001
492  large_scale_snowfall  2002
493  large_scale_snowfall  2003
494  large_scale_snowfall  2004
495  large_scale_snowfall  2005
496  large_scale_snowfall  2006
497  large_scale_snowfall  2007
498  large_scale_snowfall  2008
499  large_scale_snowfall  2009
500  large_scale_snowfall  2010
501  large_scale_snowfall  2011
502  large_scale_snowfall  2012
503  large_scale_snowfall  2013
504  large_scale_snowfall  2014
505  large_scale_snowfall  2015
506  large_scale_snowfall  2016
507  large_scale_snowfall  2017
508  large_scale_snowfall  2018
509  large_scale_snowfall  2019
510  large_scale_snowfall  2020
511  large_scale_snowfall  2021
512  mean_large_scale_precipitation_rate  1990
513  mean_large_scale_precipitation_rate  1991
514  mean_large_scale_precipitation_rate  1992
515  mean_large_scale_precipitation_rate  1993
516  mean_large_scale_precipitation_rate  1994
517  mean_large_scale_precipitation_rate  1995
518  mean_large_scale_precipitation_rate  1996
519  mean_large_scale_precipitation_rate  1997
520  mean_large_scale_precipitation_rate  1998
521  mean_large_scale_precipitation_rate  1999
522  mean_large_scale_precipitation_rate  2000
523  mean_large_scale_precipitation_rate  2001
524  mean_large_scale_precipitation_rate  2002
525  mean_large_scale_precipitation_rate  2003
526  mean_large_scale_precipitation_rate  2004
527  mean_large_scale_precipitation_rate  2005
528  mean_large_scale_precipitation_rate  2006
529  mean_large_scale_precipitation_rate  2007
530  mean_large_scale_precipitation_rate  2008
531  mean_large_scale_precipitation_rate  2009
532  mean_large_scale_precipitation_rate  2010
533  mean_large_scale_precipitation_rate  2011
534  mean_large_scale_precipitation_rate  2012
535  mean_large_scale_precipitation_rate  2013
536  mean_large_scale_precipitation_rate  2014
537  mean_large_scale_precipitation_rate  2015
538  mean_large_scale_precipitation_rate  2016
539  mean_large_scale_precipitation_rate  2017
540  mean_large_scale_precipitation_rate  2018
541  mean_large_scale_precipitation_rate  2019
542  mean_large_scale_precipitation_rate  2020
543  mean_large_scale_precipitation_rate  2021
544  mean_top_net_long_wave_radiation_flux  1990
545  mean_top_net_long_wave_radiation_flux  1991
546  mean_top_net_long_wave_radiation_flux  1992
547  mean_top_net_long_wave_radiation_flux  1993
548  mean_top_net_long_wave_radiation_flux  1994
549  mean_top_net_long_wave_radiation_flux  1995
550  mean_top_net_long_wave_radiation_flux  1996
551  mean_top_net_long_wave_radiation_flux  1997
552  mean_top_net_long_wave_radiation_flux  1998
553  mean_top_net_long_wave_radiation_flux  1999
554  mean_top_net_long_wave_radiation_flux  2000
555  mean_top_net_long_wave_radiation_flux  2001
556  mean_top_net_long_wave_radiation_flux  2002
557  mean_top_net_long_wave_radiation_flux  2003
558  mean_top_net_long_wave_radiation_flux  2004
559  mean_top_net_long_wave_radiation_flux  2005
560  mean_top_net_long_wave_radiation_flux  2006
561  mean_top_net_long_wave_radiation_flux  2007
562  mean_top_net_long_wave_radiation_flux  2008
563  mean_top_net_long_wave_radiation_flux  2009
564  mean_top_net_long_wave_radiation_flux  2010
565  mean_top_net_long_wave_radiation_flux  2011
566  mean_top_net_long_wave_radiation_flux  2012
567  mean_top_net_long_wave_radiation_flux  2013
568  mean_top_net_long_wave_radiation_flux  2014
569  mean_top_net_long_wave_radiation_flux  2015
570  mean_top_net_long_wave_radiation_flux  2016
571  mean_top_net_long_wave_radiation_flux  2017
572  mean_top_net_long_wave_radiation_flux  2018
573  mean_top_net_long_wave_radiation_flux  2019
574  mean_top_net_long_wave_radiation_flux  2020
575  mean_top_net_long_wave_radiation_flux  2021
576  mean_top_net_short_wave_radiation_flux  1990
577  mean_top_net_short_wave_radiation_flux  1991
578  mean_top_net_short_wave_radiation_flux  1992
579  mean_top_net_short_wave_radiation_flux  1993
580  mean_top_net_short_wave_radiation_flux  1994
581  mean_top_net_short_wave_radiation_flux  1995
582  mean_top_net_short_wave_radiation_flux  1996
583  mean_top_net_short_wave_radiation_flux  1997
584  mean_top_net_short_wave_radiation_flux  1998
585  mean_top_net_short_wave_radiation_flux  1999
586  mean_top_net_short_wave_radiation_flux  2000
587  mean_top_net_short_wave_radiation_flux  2001
588  mean_top_net_short_wave_radiation_flux  2002
589  mean_top_net_short_wave_radiation_flux  2003
590  mean_top_net_short_wave_radiation_flux  2004
591  mean_top_net_short_wave_radiation_flux  2005
592  mean_top_net_short_wave_radiation_flux  2006
593  mean_top_net_short_wave_radiation_flux  2007
594  mean_top_net_short_wave_radiation_flux  2008
595  mean_top_net_short_wave_radiation_flux  2009
596  mean_top_net_short_wave_radiation_flux  2010
597  mean_top_net_short_wave_radiation_flux  2011
598  mean_top_net_short_wave_radiation_flux  2012
599  mean_top_net_short_wave_radiation_flux  2013
600  mean_top_net_short_wave_radiation_flux  2014
601  mean_top_net_short_wave_radiation_flux  2015
602  mean_top_net_short_wave_radiation_flux  2016
603  mean_top_net_short_wave_radiation_flux  2017
604  mean_top_net_short_wave_radiation_flux  2018
605  mean_top_net_short_wave_radiation_flux  2019
606  mean_top_net_short_wave_radiation_flux  2020
607  mean_top_net_short_wave_radiation_flux  2021
608  mean_total_precipitation_rate  1990
609  mean_total_precipitation_rate  1991
610  mean_total_precipitation_rate  1992
611  mean_total_precipitation_rate  1993
612  mean_total_precipitation_rate  1994
613  mean_total_precipitation_rate  1995
614  mean_total_precipitation_rate  1996
615  mean_total_precipitation_rate  1997
616  mean_total_precipitation_rate  1998
617  mean_total_precipitation_rate  1999
618  mean_total_precipitation_rate  2000
619  mean_total_precipitation_rate  2001
620  mean_total_precipitation_rate  2002
621  mean_total_precipitation_rate  2003
622  mean_total_precipitation_rate  2004
623  mean_total_precipitation_rate  2005
624  mean_total_precipitation_rate  2006
625  mean_total_precipitation_rate  2007
626  mean_total_precipitation_rate  2008
627  mean_total_precipitation_rate  2009
628  mean_total_precipitation_rate  2010
629  mean_total_precipitation_rate  2011
630  mean_total_precipitation_rate  2012
631  mean_total_precipitation_rate  2013
632  mean_total_precipitation_rate  2014
633  mean_total_precipitation_rate  2015
634  mean_total_precipitation_rate  2016
635  mean_total_precipitation_rate  2017
636  mean_total_precipitation_rate  2018
637  mean_total_precipitation_rate  2019
638  mean_total_precipitation_rate  2020
639  mean_total_precipitation_rate  2021
640  mean_sea_level_pressure  1990
641  mean_sea_level_pressure  1991
642  mean_sea_level_pressure  1992
643  mean_sea_level_pressure  1993
644  mean_sea_level_pressure  1994
645  mean_sea_level_pressure  1995
646  mean_sea_level_pressure  1996
647  mean_sea_level_pressure  1997
648  mean_sea_level_pressure  1998
649  mean_sea_level_pressure  1999
650  mean_sea_level_pressure  2000
651  mean_sea_level_pressure  2001
652  mean_sea_level_pressure  2002
653  mean_sea_level_pressure  2003
654  mean_sea_level_pressure  2004
655  mean_sea_level_pressure  2005
656  mean_sea_level_pressure  2006
657  mean_sea_level_pressure  2007
658  mean_sea_level_pressure  2008
659  mean_sea_level_pressure  2009
660  mean_sea_level_pressure  2010
661  mean_sea_level_pressure  2011
662  mean_sea_level_pressure  2012
663  mean_sea_level_pressure  2013
664  mean_sea_level_pressure  2014
665  mean_sea_level_pressure  2015
666  mean_sea_level_pressure  2016
667  mean_sea_level_pressure  2017
668  mean_sea_level_pressure  2018
669  mean_sea_level_pressure  2019
670  mean_sea_level_pressure  2020
671  mean_sea_level_pressure  2021
672  mean_surface_latent_heat_flux  1990
673  mean_surface_latent_heat_flux  1991
674  mean_surface_latent_heat_flux  1992
675  mean_surface_latent_heat_flux  1993
676  mean_surface_latent_heat_flux  1994
677  mean_surface_latent_heat_flux  1995
678  mean_surface_latent_heat_flux  1996
679  mean_surface_latent_heat_flux  1997
680  mean_surface_latent_heat_flux  1998
681  mean_surface_latent_heat_flux  1999
682  mean_surface_latent_heat_flux  2000
683  mean_surface_latent_heat_flux  2001
684  mean_surface_latent_heat_flux  2002
685  mean_surface_latent_heat_flux  2003
686  mean_surface_latent_heat_flux  2004
687  mean_surface_latent_heat_flux  2005
688  mean_surface_latent_heat_flux  2006
689  mean_surface_latent_heat_flux  2007
690  mean_surface_latent_heat_flux  2008
691  mean_surface_latent_heat_flux  2009
692  mean_surface_latent_heat_flux  2010
693  mean_surface_latent_heat_flux  2011
694  mean_surface_latent_heat_flux  2012
695  mean_surface_latent_heat_flux  2013
696  mean_surface_latent_heat_flux  2014
697  mean_surface_latent_heat_flux  2015
698  mean_surface_latent_heat_flux  2016
699  mean_surface_latent_heat_flux  2017
700  mean_surface_latent_heat_flux  2018
701  mean_surface_latent_heat_flux  2019
702  mean_surface_latent_heat_flux  2020
703  mean_surface_latent_heat_flux  2021
704  mean_surface_net_long_wave_radiation_flux  1990
705  mean_surface_net_long_wave_radiation_flux  1991
706  mean_surface_net_long_wave_radiation_flux  1992
707  mean_surface_net_long_wave_radiation_flux  1993
708  mean_surface_net_long_wave_radiation_flux  1994
709  mean_surface_net_long_wave_radiation_flux  1995
710  mean_surface_net_long_wave_radiation_flux  1996
711  mean_surface_net_long_wave_radiation_flux  1997
712  mean_surface_net_long_wave_radiation_flux  1998
713  mean_surface_net_long_wave_radiation_flux  1999
714  mean_surface_net_long_wave_radiation_flux  2000
715  mean_surface_net_long_wave_radiation_flux  2001
716  mean_surface_net_long_wave_radiation_flux  2002
717  mean_surface_net_long_wave_radiation_flux  2003
718  mean_surface_net_long_wave_radiation_flux  2004
719  mean_surface_net_long_wave_radiation_flux  2005
720  mean_surface_net_long_wave_radiation_flux  2006
721  mean_surface_net_long_wave_radiation_flux  2007
722  mean_surface_net_long_wave_radiation_flux  2008
723  mean_surface_net_long_wave_radiation_flux  2009
724  mean_surface_net_long_wave_radiation_flux  2010
725  mean_surface_net_long_wave_radiation_flux  2011
726  mean_surface_net_long_wave_radiation_flux  2012
727  mean_surface_net_long_wave_radiation_flux  2013
728  mean_surface_net_long_wave_radiation_flux  2014
729  mean_surface_net_long_wave_radiation_flux  2015
730  mean_surface_net_long_wave_radiation_flux  2016
731  mean_surface_net_long_wave_radiation_flux  2017
732  mean_surface_net_long_wave_radiation_flux  2018
733  mean_surface_net_long_wave_radiation_flux  2019
734  mean_surface_net_long_wave_radiation_flux  2020
735  mean_surface_net_long_wave_radiation_flux  2021
736  mean_surface_net_short_wave_radiation_flux  1990
737  mean_surface_net_short_wave_radiation_flux  1991
738  mean_surface_net_short_wave_radiation_flux  1992
739  mean_surface_net_short_wave_radiation_flux  1993
740  mean_surface_net_short_wave_radiation_flux  1994
741  mean_surface_net_short_wave_radiation_flux  1995
742  mean_surface_net_short_wave_radiation_flux  1996
743  mean_surface_net_short_wave_radiation_flux  1997
744  mean_surface_net_short_wave_radiation_flux  1998
745  mean_surface_net_short_wave_radiation_flux  1999
746  mean_surface_net_short_wave_radiation_flux  2000
747  mean_surface_net_short_wave_radiation_flux  2001
748  mean_surface_net_short_wave_radiation_flux  2002
749  mean_surface_net_short_wave_radiation_flux  2003
750  mean_surface_net_short_wave_radiation_flux  2004
751  mean_surface_net_short_wave_radiation_flux  2005
752  mean_surface_net_short_wave_radiation_flux  2006
753  mean_surface_net_short_wave_radiation_flux  2007
754  mean_surface_net_short_wave_radiation_flux  2008
755  mean_surface_net_short_wave_radiation_flux  2009
756  mean_surface_net_short_wave_radiation_flux  2010
757  mean_surface_net_short_wave_radiation_flux  2011
758  mean_surface_net_short_wave_radiation_flux  2012
759  mean_surface_net_short_wave_radiation_flux  2013
760  mean_surface_net_short_wave_radiation_flux  2014
761  mean_surface_net_short_wave_radiation_flux  2015
762  mean_surface_net_short_wave_radiation_flux  2016
763  mean_surface_net_short_wave_radiation_flux  2017
764  mean_surface_net_short_wave_radiation_flux  2018
765  mean_surface_net_short_wave_radiation_flux  2019
766  mean_surface_net_short_wave_radiation_flux  2020
767  mean_surface_net_short_wave_radiation_flux  2021
768  mean_vertically_integrated_moisture_divergence  1990
769  mean_vertically_integrated_moisture_divergence  1991
770  mean_vertically_integrated_moisture_divergence  1992
771  mean_vertically_integrated_moisture_divergence  1993
772  mean_vertically_integrated_moisture_divergence  1994
773  mean_vertically_integrated_moisture_divergence  1995
774  mean_vertically_integrated_moisture_divergence  1996
775  mean_vertically_integrated_moisture_divergence  1997
776  mean_vertically_integrated_moisture_divergence  1998
777  mean_vertically_integrated_moisture_divergence  1999
778  mean_vertically_integrated_moisture_divergence  2000
779  mean_vertically_integrated_moisture_divergence  2001
780  mean_vertically_integrated_moisture_divergence  2002
781  mean_vertically_integrated_moisture_divergence  2003
782  mean_vertically_integrated_moisture_divergence  2004
783  mean_vertically_integrated_moisture_divergence  2005
784  mean_vertically_integrated_moisture_divergence  2006
785  mean_vertically_integrated_moisture_divergence  2007
786  mean_vertically_integrated_moisture_divergence  2008
787  mean_vertically_integrated_moisture_divergence  2009
788  mean_vertically_integrated_moisture_divergence  2010
789  mean_vertically_integrated_moisture_divergence  2011
790  mean_vertically_integrated_moisture_divergence  2012
791  mean_vertically_integrated_moisture_divergence  2013
792  mean_vertically_integrated_moisture_divergence  2014
793  mean_vertically_integrated_moisture_divergence  2015
794  mean_vertically_integrated_moisture_divergence  2016
795  mean_vertically_integrated_moisture_divergence  2017
796  mean_vertically_integrated_moisture_divergence  2018
797  mean_vertically_integrated_moisture_divergence  2019
798  mean_vertically_integrated_moisture_divergence  2020
799  mean_vertically_integrated_moisture_divergence  2021
800  surface_pressure  1990
801  surface_pressure  1991
802  surface_pressure  1992
803  surface_pressure  1993
804  surface_pressure  1994
805  surface_pressure  1995
806  surface_pressure  1996
807  surface_pressure  1997
808  surface_pressure  1998
809  surface_pressure  1999
810  surface_pressure  2000
811  surface_pressure  2001
812  surface_pressure  2002
813  surface_pressure  2003
814  surface_pressure  2004
815  surface_pressure  2005
